Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
   1444    1.5%   1444    1.5%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::JSFunction>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)

   1184    1.2%      1    0.0%  LazyCompile: ~_tickCallback node.js:335:27
   1139    1.2%      1    0.0%    LazyCompile: nextTickCallbackWith2Args node.js:438:39
   1124    1.1%      0    0.0%      LazyCompile: ~endReadableNT _stream_readable.js:900:23
   1124    1.1%      0    0.0%        LazyCompile: ~emit events.js:117:44
   1124    1.1%      0    0.0%          LazyCompile: ~emitNone events.js:65:18
   1122    1.1%      0    0.0%            LazyCompile: ~<anonymous> /opt/box/node_modules/agario-client/servers.js:49:35
   1122    1.1%      0    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/agario-client/servers.js:158:47
   1122    1.1%      0    0.0%                LazyCompile: ~<anonymous> /opt/box/task.js:79:81
   1075    1.1%      6    0.0%                  LazyCompile: ~Task.engageBots /opt/box/task.js:138:37
    732    0.7%      1    0.0%                    LazyCompile: ~Bot /opt/box/bot.js:9:13
    591    0.6%      1    0.0%                      LazyCompile: ~Bot.connect /opt/box/bot.js:63:33
    538    0.5%      3    0.0%                        LazyCompile: ~WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    272    0.3%      2    0.0%                          LazyCompile: ~initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    250    0.3%      2    0.0%                          LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22
    100    0.1%      1    0.0%                      LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    319    0.3%      2    0.0%                    LazyCompile: *Bot /opt/box/bot.js:9:13
    289    0.3%      2    0.0%                      LazyCompile: *Bot.connect /opt/box/bot.js:63:33
    258    0.3%      0    0.0%                        LazyCompile: *WebSocket /opt/box/node_modules/ws/lib/WebSocket.js:46:19
    255    0.3%      3    0.0%                          LazyCompile: *initAsClient /opt/box/node_modules/ws/lib/WebSocket.js:547:22

    936    0.9%      0    0.0%  Handler: response {38}
    936    0.9%      0    0.0%    LazyCompile: ~readableAddChunk _stream_readable.js:123:26
    935    0.9%      0    0.0%      LazyCompile: ~emit events.js:117:44
    934    0.9%      0    0.0%        Handler: __ultron {9}
    789    0.8%      0    0.0%          LazyCompile: ~realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
    789    0.8%      7    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
    678    0.7%      3    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    675    0.7%      2    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21
    502    0.5%      2    0.0%                  LazyCompile: *Receiver.flush /opt/box/node_modules/ws/lib/Receiver.js:331:36
    497    0.5%      4    0.0%                    LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:530:41
    481    0.5%      1    0.0%                      LazyCompile: *Receiver.applyExtensions /opt/box/node_modules/ws/lib/Receiver.js:352:46
    479    0.5%     18    0.0%                        LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:531:84
    278    0.3%      4    0.0%                          LazyCompile: *onbinary /opt/box/node_modules/ws/lib/WebSocket.js:820:46
    273    0.3%      9    0.0%                            LazyCompile: ~emit events.js:117:44
    257    0.3%      1    0.0%                              LazyCompile: *emitTwo events.js:85:17
    254    0.3%      1    0.0%                                LazyCompile: *onMessage /opt/box/node_modules/ws/lib/WebSocket.js:417:22
    251    0.3%      1    0.0%                                  LazyCompile: ~<anonymous> native v8natives.js:1199:16
    216    0.2%      8    0.0%                                    LazyCompile: Bot.onMessage /opt/box/bot.js:149:35
    191    0.2%     13    0.0%                                      LazyCompile: *emit events.js:117:44
    141    0.1%      0    0.0%                                        LazyCompile: *Date native date.js:71:25
    139    0.1%      0    0.0%                                          v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    122    0.1%      1    0.0%                  LazyCompile: *Receiver.endPacket /opt/box/node_modules/ws/lib/Receiver.js:246:40
    134    0.1%      0    0.0%          LazyCompile: *realHandler /opt/box/node_modules/ws/lib/WebSocket.js:799:23
    134    0.1%      1    0.0%            LazyCompile: *Receiver.add /opt/box/node_modules/ws/lib/Receiver.js:78:34
    118    0.1%      1    0.0%              LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Receiver.js:521:41
    117    0.1%      0    0.0%                LazyCompile: *opcodes.2.finish /opt/box/node_modules/ws/lib/Receiver.js:526:21

    810    0.8%      2    0.0%  LazyCompile: listOnTimeout timers.js:56:23
    729    0.7%      0    0.0%    LazyCompile: ~wrapper timers.js:274:19
    226    0.2%      4    0.0%      LazyCompile: ~<anonymous> native v8natives.js:1199:16
    118    0.1%      6    0.0%        LazyCompile: *Client.detsroyInactive /opt/box/node_modules/agario-client/agario-client.js:202:30
    212    0.2%      2    0.0%      LazyCompile: *<anonymous> /opt/box/task.js:184:47
    209    0.2%     14    0.0%        LazyCompile: *Bot.spawn /opt/box/bot.js:263:31
    149    0.2%      4    0.0%          LazyCompile: *Bot.send /opt/box/bot.js:249:30
    145    0.1%      5    0.0%            LazyCompile: *send /opt/box/node_modules/ws/lib/WebSocket.js:210:41
    137    0.1%      6    0.0%              LazyCompile: *Sender.send /opt/box/node_modules/ws/lib/Sender.js:102:33
    129    0.1%      0    0.0%                LazyCompile: *Sender.flush /opt/box/node_modules/ws/lib/Sender.js:258:34
    129    0.1%      0    0.0%                  LazyCompile: ~<anonymous> /opt/box/node_modules/ws/lib/Sender.js:119:37
    105    0.1%      3    0.0%      LazyCompile: *<anonymous> /opt/box/task.js:190:46
    101    0.1%      1    0.0%      LazyCompile: ~<anonymous> /opt/box/task.js:184:47

    651    0.7%     17    0.0%  LazyCompile: *_tickCallback node.js:335:27
    378    0.4%      3    0.0%    LazyCompile: nextTickCallbackWith0Args node.js:416:39
    307    0.3%      3    0.0%      LazyCompile: ~<anonymous> net.js:937:30
    286    0.3%      1    0.0%        Handler: error {1}
    160    0.2%    160    0.2%          /lib/x86_64-linux-gnu/libpthread-2.19.so
    186    0.2%     10    0.0%    LazyCompile: nextTickCallbackWith2Args node.js:438:39

    511    0.5%    511    0.5%  v8::internal::InnerPointerToCodeCache::GcSafeFindCodeForInnerPointer(unsigned char*)

    492    0.5%    492    0.5%  v8::internal::Heap::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)

    463    0.5%    463    0.5%  __libc_malloc

    421    0.4%    421    0.4%  /lib/x86_64-linux-gnu/libpthread-2.19.so

    356    0.4%      8    0.0%  LazyCompile: *afterConnect net.js:1027:22
    135    0.1%      4    0.0%    LazyCompile: ~Socket._destroy net.js:436:37
    102    0.1%      4    0.0%    LazyCompile: Error native messages.js:640:21
    101    0.1%      0    0.0%    LazyCompile: ~emit events.js:117:44

    352    0.4%      1    0.0%  LazyCompile: _runOnTimeout timers.js:521:23
    351    0.4%      0    0.0%    LazyCompile: *Socket._onTimeout net.js:316:39
    351    0.4%      1    0.0%      LazyCompile: ~emit events.js:117:44
    349    0.4%      0    0.0%        Handler: error {91}
    349    0.4%      0    0.0%          LazyCompile: ~g events.js:255:13
    347    0.4%      0    0.0%            LazyCompile: ~onTimeout /opt/box/node_modules/socks/lib/socks-client.js:54:27
    337    0.3%      0    0.0%              LazyCompile: ~finish /opt/box/node_modules/socks/lib/socks-client.js:249:24
    284    0.3%      1    0.0%                LazyCompile: ~<anonymous> /opt/box/node_modules/socks/lib/socks-agent.js:86:47
    283    0.3%      0    0.0%                  LazyCompile: ~emitErr /opt/box/node_modules/socks/lib/socks-agent.js:87:26
    283    0.3%      0    0.0%                    LazyCompile: ~emit events.js:117:44
    283    0.3%      0    0.0%                      Handler: __ultron {9}
    283    0.3%      2    0.0%                        LazyCompile: ~onerror /opt/box/node_modules/ws/lib/WebSocket.js:686:35
    281    0.3%      1    0.0%                          LazyCompile: ~emit events.js:117:44
    280    0.3%      0    0.0%                            Handler: __ultron {9}
    280    0.3%      0    0.0%                              LazyCompile: onError /opt/box/node_modules/ws/lib/WebSocket.js:425:20
    279    0.3%      1    0.0%                                LazyCompile: ~<anonymous> native v8natives.js:1199:16
    275    0.3%      0    0.0%                                  LazyCompile: *Bot.onError /opt/box/bot.js:174:33
    102    0.1%      0    0.0%                                    Handler: error {97}
    102    0.1%      1    0.0%                                      LazyCompile: *Bot.connect /opt/box/bot.js:63:33

    327    0.3%      0    0.0%  Function: ~<anonymous> node.js:10:10
    316    0.3%      0    0.0%    LazyCompile: ~startup node.js:13:19
    242    0.2%      0    0.0%      LazyCompile: ~Module.runMain module.js:440:26
    236    0.2%      0    0.0%        LazyCompile: Module._load module.js:272:24
    228    0.2%      0    0.0%          LazyCompile: ~Module.load module.js:335:33
    225    0.2%      0    0.0%            LazyCompile: ~Module._extensions..js module.js:415:37
    223    0.2%      0    0.0%              LazyCompile: ~Module._compile module.js:367:37
    222    0.2%      0    0.0%                Function: ~<anonymous> /opt/box/app.js:1:11
    187    0.2%      0    0.0%                  LazyCompile: ~require internal/module.js:11:19
    186    0.2%      0    0.0%                    LazyCompile: ~Module.require module.js:351:36
    186    0.2%      0    0.0%                      LazyCompile: Module._load module.js:272:24
    172    0.2%      0    0.0%                        LazyCompile: ~Module.load module.js:335:33
    171    0.2%      0    0.0%                          LazyCompile: ~Module._extensions..js module.js:415:37
    170    0.2%      0    0.0%                            LazyCompile: ~Module._compile module.js:367:37
    155    0.2%      0    0.0%                              Function: ~<anonymous> /opt/box/task.js:1:11
    155    0.2%      0    0.0%                                LazyCompile: ~require internal/module.js:11:19
    155    0.2%      0    0.0%                                  LazyCompile: ~Module.require module.js:351:36
    155    0.2%      0    0.0%                                    LazyCompile: Module._load module.js:272:24
    154    0.2%      0    0.0%                                      LazyCompile: ~Module.load module.js:335:33
    154    0.2%      0    0.0%                                        LazyCompile: ~Module._extensions..js module.js:415:37
    152    0.2%      0    0.0%                                          LazyCompile: ~Module._compile module.js:367:37

    255    0.3%     35    0.0%  v8::internal::Deoptimizer::DoComputeOutputFrames()
    128    0.1%     98    0.1%    v8::internal::Deoptimizer::DoComputeCompiledStubFrame(v8::internal::TranslationIterator*, int)

    231    0.2%    231    0.2%  void v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::EvacuateObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)

    197    0.2%    197    0.2%  v8::internal::LargeObjectSpace::FindPage(unsigned char*)

    187    0.2%    187    0.2%  v8::internal::StoreBuffer::IteratePointersToNewSpace(void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))

    154    0.2%    154    0.2%  v8::internal::MarkCompactWeakObjectRetainer::RetainAs(v8::internal::Object*)

    104    0.1%    104    0.1%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
